0,1,0.020454349
0,2,0.019923349
0,3,0.019120087
0,4,0.018215865
0,5,0.017630868
0,6,0.017187114
0,7,0.016859485
0,8,0.016603054
0,9,0.016366439
0,10,0.016219328
0,11,0.016035348
0,12,0.015848203
0,13,0.015684427
0,14,0.015498162
0,15,0.015325016
0,16,0.015161629
0,17,0.014995299
0,18,0.014841759
0,19,0.014681555
0,20,0.014525731
0,21,0.01439302
0,22,0.014229437
0,23,0.014095237
0,24,0.013958535
0,25,0.013834453
0,26,0.013699972
0,27,0.013566327
0,28,0.013439588
0,29,0.013321841
0,30,0.013204912
0,31,0.013089988
0,32,0.012974526
0,33,0.012862595
0,34,0.012758046
0,35,0.012649865
0,36,0.012547383
0,37,0.012436018
0,38,0.012334018
0,39,0.012230798
0,40,0.012132417
0,41,0.012038279
0,42,0.01194447
0,43,0.011851821
0,44,0.011757305
0,45,0.011665111
0,46,0.011576643
0,47,0.011494394
0,48,0.011414093
0,49,0.011334972
0,50,0.011263866
0,51,0.01118697
0,52,0.011113192
0,53,0.011038071
0,54,0.010963539
0,55,0.010886084
0,56,0.010810639
0,57,0.010740907
0,58,0.010672334
0,59,0.01060324
0,60,0.010536237
0,61,0.010467342
0,62,0.010401889
0,63,0.010337021
0,64,0.010272063
0,65,0.01020961
0,66,0.010146129
0,67,0.0100873
0,68,0.010026026
0,69,0.009966927
0,70,0.00991006
0,71,0.009856636
0,72,0.009800462
0,73,0.009746091
0,74,0.009691195
0,75,0.009639469
0,76,0.009580927
0,77,0.009530417
0,78,0.009476025
0,79,0.009426296
0,80,0.009379249
0,81,0.009327485
0,82,0.009279816
0,83,0.009234671
0,84,0.009187488
0,85,0.009142039
0,86,0.009095217
0,87,0.009050061
0,88,0.009005629
0,89,0.008959922
0,90,0.008915875
0,91,0.008873457
0,92,0.008830502
0,93,0.008788307
0,94,0.008745783
0,95,0.008707415
0,96,0.0086675
0,97,0.008626669
0,98,0.008588201
0,99,0.008549357
0,100,0.008511462
1,1,0.020531948
1,2,0.020289031
1,3,0.020053258
1,4,0.01982432
1,5,0.019601717
1,6,0.019385344
1,7,0.019174708
1,8,0.018969722
1,9,0.018770107
1,10,0.018575485
1,11,0.018385839
1,12,0.01820076
1,13,0.018020265
1,14,0.017844092
1,15,0.017671997
1,16,0.017504092
1,17,0.017339938
1,18,0.017179516
1,19,0.017022726
1,20,0.016869319
1,21,0.01671945
1,22,0.016572695
1,23,0.016429146
1,24,0.016288628
1,25,0.016151139
1,26,0.016016436
1,27,0.015884629
1,28,0.01575551
1,29,0.015628989
1,30,0.015505078
1,31,0.015383611
1,32,0.01526463
1,33,0.015147926
1,34,0.015033573
1,35,0.014921373
1,36,0.014811441
1,37,0.014703638
1,38,0.014597841
1,39,0.01449412
1,40,0.014392395
1,41,0.014292528
1,42,0.014194544
1,43,0.0140984
1,44,0.014004087
1,45,0.013911461
1,46,0.013820557
1,47,0.013731287
1,48,0.013643658
1,49,0.013557694
1,50,0.013473203
1,51,0.013390256
1,52,0.013308846
1,53,0.01322885
1,54,0.013150238
1,55,0.013073017
1,56,0.012997255
1,57,0.012922645
1,58,0.012849549
1,59,0.012777549
1,60,0.012706861
1,61,0.012637456
1,62,0.012569251
1,63,0.012502076
1,64,0.012436152
1,65,0.012371406
1,66,0.012307712
1,67,0.012245043
1,68,0.012183404
1,69,0.012122855
1,70,0.012063321
1,71,0.012004715
1,72,0.011947141
1,73,0.011890547
1,74,0.011834885
1,75,0.011780101
1,76,0.011726198
1,77,0.011673115
1,78,0.011620965
1,79,0.011569752
1,80,0.011519159
1,81,0.011469486
1,82,0.011420599
1,83,0.011372521
1,84,0.011325226
1,85,0.011278597
1,86,0.011232689
1,87,0.011187599
1,88,0.011143222
1,89,0.011099503
1,90,0.011056354
1,91,0.011014082
1,92,0.010972225
1,93,0.010931155
1,94,0.010890688
1,95,0.010850881
1,96,0.0108116
1,97,0.010772991
1,98,0.010734836
1,99,0.010697411
1,100,0.010660436
2,1,0.023529451
2,2,0.236288223
2,3,0.035548321
2,4,0.019019088
2,5,0.0185893
2,6,0.018283444
2,7,0.018047217
2,8,0.017830607
2,9,0.017562474
2,10,0.0173511
2,11,0.017230358
2,12,0.016911209
2,13,0.016672197
2,14,0.016576251
2,15,0.016287008
2,16,0.016169726
2,17,0.015973383
2,18,0.015693597
2,19,0.015661687
2,20,0.015476351
2,21,0.015334425
2,22,0.015115302
2,23,0.015018955
2,24,0.014861808
2,25,0.014710589
