0.07709946639870985,0.04359950689869331,0.033883628303255385,0.028679090801876365,0.06565106692293873,0.02260422815333152,0.02070638809683301,0.018644036084262315,0.0184620680017338,0.016594325226036055
0.08282083937040338,0.05787017400089903,0.04672720337621176,0.04004243995077545,0.03545643510093947,0.0320556102358165,0.029401505353914007,0.027253941934819854,0.025468732531717556,0.023953409365130893
0.07291007423731717,0.05082949971028723,0.040819541504577624,0.034620027744280246,0.030555582481801825,0.027437640125007334,0.02516921529810718,0.023288374638456275,0.021689633444271616,0.020354318161972407
1.5570133808798858,0.19540597534356058,0.04666127922400298,0.03979500754958297,0.03588308754999825,0.03293585128471222,0.03052360173289764,0.028280216999340194,0.02598468795759593,0.024551093226039326
9.704817128895712e11,3.062969195251393e12,5.933518742313159e9,3.09777942456989e11,9.306388037773977e9,1.625437750584788e11,6.396984678200922e10,7.363153763529357e8,2.7096666201267153e8,5.099821772785208e7
5.871050301236722e16,3.5195741676477756e14,9.757499066225732e10,3.7671543849903584e12,6.802100516203312e10,2.3590268767452917e9,1.3007277524380116e9,8.943597766339192e10,1.815726274112701e12,8.823206392536936e11
7.31150747555352e8,2.1611029245725334e10,5.323188081991003e10,4.268282790893923e11,3.6183785714249683e12,6.634475958892853e10,2.3870723272513766e11,1.9332445768057922e11,7.240906455730097e9,1.4043935823263984e9
1.4090829890941572e20,2.7275455937803474e18,2.3295500374762583e18,4.5275210715507354e18,8.057513662596302e28,1.1019180907064318e29,1.5168971073621154e32,1.5056961658250188e43,5.306633120813689e38,1.5468430552734472e37
5.286452198430742e19,4.136776691858392e19,5.219583145699268e62,2.2694025475366226e22,3.568452520381455e17,1.0041137976700255e18,2.5569737571360555e19,2.8980099800930825e26,1.482825430139518e21,1.9874427127593032e22
9.495113485827578e11,2.3816127533693867e13,3.4134528597448825e22,1.92225853981196e26,1.0175695186188723e21,8.889322714716663e20,2.496276770325508e21,9.061024130500162e18,5.307072556268373e17,2.818587983450086e11
6.653843889920035e22,1.3564436027271816e12,4.0372203584449925e14,1.5648957625033094e14,1.2334324973711365e15,1.1680073264974768e23,1.681499516182978e23,5.543837658430644e16,8.951206867476303e15,3.9617237395366747e20
